person_income,person_emp_length,loan_amnt,loan_int_rate,loan_percent_income,loan_grade_A,loan_grade_B,loan_grade_C,loan_grade_D,loan_grade_E,loan_grade_F,loan_grade_G,cb_person_default_on_file_N,cb_person_default_on_file_Y
64000,14.0,25000,10.62,0.39,0,1,0,0,0,0,0,1,0
54225,0.0,15000,16.7,0.28,0,0,0,0,1,0,0,0,1
65000,2.0,13000,10.38,0.2,0,1,0,0,0,0,0,1,0
100300,2.0,25000,14.83,0.21,0,0,0,1,0,0,0,1,0
45000,4.0,8000,14.74,0.18,0,0,0,1,0,0,0,0,1
67000,7.0,8800,7.51,0.13,1,0,0,0,0,0,0,1,0
65000,4.0,34000,17.58,0.52,0,0,0,1,0,0,0,1,0
15000,0.0,4375,12.69,0.29,0,1,0,0,0,0,0,1,0
54000,1.0,4000,6.03,0.07,1,0,0,0,0,0,0,1,0
56000,4.0,2800,15.31,0.05,0,0,0,1,0,0,0,0,1
38000,2.0,12000,13.23,0.32,0,0,1,0,0,0,0,0,1
51500,2.0,3200,14.96,0.06,0,0,0,1,0,0,0,0,1
68000,5.0,15000,15.58,0.19,0,0,0,1,0,0,0,0,1
56000,5.0,20000,12.18,0.36,0,1,0,0,0,0,0,1,0
90000,0.0,14000,6.03,0.16,1,0,0,0,0,0,0,1,0
61959,9.0,25000,12.73,0.4,0,0,1,0,0,0,0,0,1
35000,0.0,3200,7.49,0.09,1,0,0,0,0,0,0,1,0
26300,1.0,7500,13.47,0.29,0,0,1,0,0,0,0,1,0
29730,2.0,5000,7.66,0.17,1,0,0,0,0,0,0,1,0
39000,1.0,16000,11.36,0.41,0,1,0,0,0,0,0,1,0
71000,2.0,15000,15.95,0.21,0,0,0,1,0,0,0,1,0
69000,1.0,8000,13.99,0.12,0,0,0,1,0,0,0,0,1
60626,4.0,2500,6.92,0.04,1,0,0,0,0,0,0,1,0
25000,6.0,13000,7.88,0.52,1,0,0,0,0,0,0,1,0
24000,0.0,4800,7.49,0.2,1,0,0,0,0,0,0,1,0
73000,15.0,29700,11.11,0.41,0,1,0,0,0,0,0,1,0
60000,1.0,12000,13.84,0.2,0,0,1,0,0,0,0,0,1
21000,2.0,10000,11.71,0.48,0,1,0,0,0,0,0,1,0
30000,3.0,3600,15.99,0.12,0,0,0,1,0,0,0,1,0
60000,7.0,18950,15.96,0.32,0,0,1,0,0,0,0,0,1
45000,0.0,4000,12.98,0.09,0,0,1,0,0,0,0,0,1
27600,3.0,1000,15.27,0.04,0,0,1,0,0,0,0,0,1
55000,7.0,3500,10.65,0.06,0,1,0,0,0,0,0,1,0
34000,0.0,10000,10.39,0.29,0,1,0,0,0,0,0,1,0
43200,6.0,8600,11.36,0.2,0,1,0,0,0,0,0,1,0
60000,0.0,25475,10.99,0.42,0,1,0,0,0,0,0,1,0
55000,5.0,10000,14.72,0.18,0,0,1,0,0,0,0,1,0
60140,2.0,7000,8.59,0.12,1,0,0,0,0,0,0,1,0
43000,11.0,15000,7.51,0.35,1,0,0,0,0,0,0,1,0
72000,6.0,12000,13.61,0.17,0,0,1,0,0,0,0,0,1
70000,2.0,3000,11.11,0.04,0,1,0,0,0,0,0,1,0
75000,1.0,14400,11.36,0.19,0,1,0,0,0,0,0,1,0
65000,2.0,14000,9.99,0.22,0,1,0,0,0,0,0,1,0
68000,2.0,6000,13.72,0.09,0,0,1,0,0,0,0,1,0
33996,0.0,5000,9.38,0.15,1,0,0,0,0,0,0,1,0
57000,16.0,6300,10.99,0.11,0,1,0,0,0,0,0,1,0
78000,6.0,17200,17.49,0.22,0,0,0,1,0,0,0,0,1
58650,5.0,7500,15.37,0.11,0,0,0,1,0,0,0,1,0
266000,12.0,9000,5.42,0.03,1,0,0,0,0,0,0,1,0
84000,5.0,15200,15.27,0.18,0,0,1,0,0,0,0,0,1
49000,1.0,8000,6.91,0.16,1,0,0,0,0,0,0,1,0
75000,6.0,9000,8.59,0.12,1,0,0,0,0,0,0,1,0
120000,0.0,12000,9.62,0.1,0,1,0,0,0,0,0,1,0
30000,2.0,10000,15.31,0.33,0,0,0,1,0,0,0,0,1
55000,14.0,16000,10.59,0.29,0,1,0,0,0,0,0,1,0
39900,4.0,19000,12.18,0.48,0,1,0,0,0,0,0,1,0
62400,13.0,14100,12.98,0.23,0,0,1,0,0,0,0,0,1
40500,0.0,12500,13.61,0.31,0,0,1,0,0,0,0,1,0
21000,9.0,5000,15.99,0.24,0,0,0,1,0,0,0,0,1
90000,6.0,15000,9.99,0.17,0,1,0,0,0,0,0,1,0
68553,1.0,15000,13.85,0.22,0,0,1,0,0,0,0,0,1
54000,2.0,12500,14.5,0.23,0,0,0,0,1,0,0,1,0
19250,1.0,6250,16.82,0.32,0,0,0,0,1,0,0,1,0
27500,1.0,5000,14.59,0.18,0,0,0,1,0,0,0,0,1
55000,4.0,15250,16.35,0.28,0,0,0,0,1,0,0,0,1
26000,2.0,7500,12.18,0.29,0,1,0,0,0,0,0,1,0
265000,3.0,24000,14.96,0.09,0,0,0,1,0,0,0,0,1
151800,14.0,17525,12.72,0.12,0,0,1,0,0,0,0,0,1
20000,0.0,8000,11.89,0.4,0,1,0,0,0,0,0,1,0
34800,6.0,5125,6.99,0.15,1,0,0,0,0,0,0,1,0
44500,6.0,5000,13.87,0.11,0,0,0,1,0,0,0,0,1
50000,4.0,17500,12.84,0.35,0,0,1,0,0,0,0,1,0
60000,1.0,10000,15.99,0.17,0,0,0,1,0,0,0,0,1
48000,7.0,8250,7.51,0.17,1,0,0,0,0,0,0,1,0
29000,0.0,1600,7.88,0.06,1,0,0,0,0,0,0,1,0
18000,0.0,6250,10.62,0.35,0,1,0,0,0,0,0,1,0
100000,16.0,4800,13.47,0.05,0,0,1,0,0,0,0,0,1
30000,2.0,5000,14.96,0.17,0,0,0,1,0,0,0,1,0
109200,4.0,10000,8.63,0.09,1,0,0,0,0,0,0,1,0
69000,6.0,6400,16.4,0.09,0,0,0,0,1,0,0,0,1
16200,2.0,2200,16.49,0.14,0,0,0,1,0,0,0,1,0
240000,7.0,18000,7.88,0.07,1,0,0,0,0,0,0,1,0
60500,1.0,8150,17.27,0.13,0,0,0,1,0,0,0,0,1
120000,3.0,6250,12.53,0.05,0,0,1,0,0,0,0,0,1
23000,2.0,7000,8.9,0.3,1,0,0,0,0,0,0,1,0
34000,1.0,5000,14.26,0.15,0,0,1,0,0,0,0,0,1
34000,5.0,7500,7.9,0.22,1,0,0,0,0,0,0,1,0
69000,5.0,8500,6.92,0.12,1,0,0,0,0,0,0,1,0
50000,2.0,2000,16.89,0.04,0,0,0,1,0,0,0,1,0
10000,0.0,1000,14.74,0.1,0,0,0,1,0,0,0,1,0
93000,1.0,3600,16.77,0.04,0,0,0,1,0,0,0,0,1
96000,3.0,6400,11.49,0.07,0,1,0,0,0,0,0,1,0
120000,9.0,25000,13.72,0.21,0,0,1,0,0,0,0,1,0
26000,7.0,12000,11.36,0.46,0,1,0,0,0,0,0,1,0
24000,4.0,9600,14.27,0.4,0,0,1,0,0,0,0,1,0
56902,6.0,12000,7.14,0.21,1,0,0,0,0,0,0,1,0
31800,4.0,10000,15.33,0.31,0,0,0,1,0,0,0,1,0
79000,7.0,17825,6.62,0.23,1,0,0,0,0,0,0,1,0
98000,8.0,6500,11.11,0.07,0,1,0,0,0,0,0,1,0
60000,4.0,18500,10.99,0.31,0,1,0,0,0,0,0,1,0
62400,8.0,20000,11.12,0.32,0,1,0,0,0,0,0,1,0
50000,3.0,10000,10.99,0.2,0,1,0,0,0,0,0,1,0
45000,0.0,5600,13.79,0.12,0,0,1,0,0,0,0,0,1
34980,3.0,1500,12.23,0.04,0,0,1,0,0,0,0,0,1
71000,8.0,8000,11.12,0.11,0,1,0,0,0,0,0,1,0
30972,1.0,2000,16.29,0.06,0,0,0,1,0,0,0,1,0
59000,5.0,8000,15.99,0.14,0,0,0,1,0,0,0,0,1
36000,2.0,3600,15.23,0.1,0,0,1,0,0,0,0,1,0
33036,4.0,13800,13.47,0.42,0,0,1,0,0,0,0,0,1
58650,7.0,15000,13.43,0.22,0,0,1,0,0,0,0,0,1
35000,6.0,8575,10.65,0.24,0,1,0,0,0,0,0,1,0
24000,2.0,3500,15.65,0.15,0,0,0,1,0,0,0,0,1
30000,5.0,10000,13.98,0.33,0,0,1,0,0,0,0,0,1
42000,5.0,2000,13.23,0.05,0,0,1,0,0,0,0,0,1
75000,0.0,25000,14.7,0.33,0,0,0,0,1,0,0,0,1
42000,4.0,10000,16.11,0.24,0,0,1,0,0,0,0,1,0
37876,4.0,8000,9.63,0.21,0,1,0,0,0,0,0,1,0
27500,13.0,15000,6.54,0.55,1,0,0,0,0,0,0,1,0
64197,7.0,7600,12.99,0.12,0,0,1,0,0,0,0,1,0
30000,1.0,6000,13.16,0.2,0,0,1,0,0,0,0,0,1
118000,0.0,19550,15.62,0.17,0,0,0,1,0,0,0,0,1
35000,4.0,10825,10.65,0.31,0,1,0,0,0,0,0,1,0
31000,4.0,7200,14.54,0.23,0,0,0,1,0,0,0,1,0
44004,3.0,9000,14.11,0.2,0,0,0,1,0,0,0,0,1
33204,7.0,2000,14.72,0.06,0,0,1,0,0,0,0,0,1
90000,7.0,21000,7.49,0.23,1,0,0,0,0,0,0,1,0
34000,0.0,4000,10.95,0.12,0,1,0,0,0,0,0,1,0
15000,0.0,1800,11.49,0.12,0,1,0,0,0,0,0,1,0
100000,2.0,20000,14.61,0.2,0,0,0,1,0,0,0,0,1
47000,7.0,15000,7.9,0.32,1,0,0,0,0,0,0,1,0
53000,1.0,10000,15.27,0.19,0,0,1,0,0,0,0,0,1
34900,6.0,4000,9.99,0.11,0,1,0,0,0,0,0,1,0
54000,13.0,25000,10.74,0.46,0,1,0,0,0,0,0,1,0
49000,0.0,20000,19.79,0.41,0,0,0,0,0,1,0,1,0
80000,0.0,5500,8.94,0.07,1,0,0,0,0,0,0,1,0
78000,9.0,8000,16.0,0.1,0,0,0,1,0,0,0,1,0
84000,0.0,10000,7.88,0.12,1,0,0,0,0,0,0,1,0
24000,0.0,5000,14.42,0.21,0,0,0,1,0,0,0,0,1
74000,0.0,5000,15.21,0.07,0,0,0,1,0,0,0,1,0
48000,3.0,10800,15.99,0.23,0,0,0,1,0,0,0,1,0
52800,6.0,6000,13.98,0.11,0,0,1,0,0,0,0,0,1
39000,9.0,15200,16.0,0.39,0,0,0,1,0,0,0,1,0
48000,0.0,2800,12.53,0.06,0,1,0,0,0,0,0,1,0
46000,8.0,8600,14.09,0.19,0,0,0,1,0,0,0,1,0
57000,4.0,12000,13.49,0.21,0,0,1,0,0,0,0,0,1
174000,2.0,8800,14.27,0.05,0,0,1,0,0,0,0,1,0
64000,0.0,7500,13.55,0.12,0,0,0,1,0,0,0,1,0
108000,1.0,8000,16.29,0.07,0,0,0,1,0,0,0,0,1
153000,9.0,10000,14.96,0.07,0,0,0,1,0,0,0,0,1
129000,6.0,9000,11.49,0.07,0,1,0,0,0,0,0,1,0
76250,6.0,10000,10.71,0.13,0,1,0,0,0,0,0,1,0
111000,3.0,5150,6.62,0.05,1,0,0,0,0,0,0,1,0
125000,1.0,30000,14.27,0.24,0,0,1,0,0,0,0,1,0
54000,2.0,6000,15.95,0.11,0,0,0,0,1,0,0,1,0
86000,6.0,10000,8.94,0.12,1,0,0,0,0,0,0,1,0
42900,3.0,14000,11.14,0.33,0,1,0,0,0,0,0,1,0
24000,0.0,1500,18.79,0.06,0,0,0,0,1,0,0,0,1
59000,9.0,5000,6.03,0.08,1,0,0,0,0,0,0,1,0
16800,0.0,4750,13.85,0.28,0,0,1,0,0,0,0,0,1
40680,2.0,6000,11.36,0.15,0,1,0,0,0,0,0,1,0
60000,4.0,10000,6.54,0.17,1,0,0,0,0,0,0,1,0
45400,4.0,15000,12.18,0.33,0,1,0,0,0,0,0,1,0
49000,10.0,13000,16.45,0.27,0,0,0,0,1,0,0,1,0
24000,2.0,2800,11.49,0.12,0,1,0,0,0,0,0,1,0
107900,10.0,16500,8.94,0.15,1,0,0,0,0,0,0,1,0
30000,1.0,4000,11.83,0.13,0,1,0,0,0,0,0,1,0
29000,9.0,11000,8.49,0.38,1,0,0,0,0,0,0,1,0
60000,4.0,25000,9.99,0.42,0,1,0,0,0,0,0,1,0
51300,7.0,11000,5.99,0.21,1,0,0,0,0,0,0,1,0
52000,3.0,8000,15.21,0.15,0,0,0,1,0,0,0,1,0
45000,6.0,9425,13.49,0.21,0,0,1,0,0,0,0,0,1
33000,6.0,6000,13.85,0.18,0,0,1,0,0,0,0,1,0
30680,7.0,10000,10.37,0.33,0,1,0,0,0,0,0,1,0
46500,1.0,5000,7.49,0.11,1,0,0,0,0,0,0,1,0
62065,7.0,6000,11.12,0.1,0,1,0,0,0,0,0,1,0
80000,3.0,20000,7.49,0.25,1,0,0,0,0,0,0,1,0
52000,6.0,14825,15.62,0.29,0,0,0,1,0,0,0,1,0
59497,4.0,17000,16.89,0.24,0,0,0,1,0,0,0,1,0
35600,1.0,6000,13.49,0.17,0,0,1,0,0,0,0,0,1
59004,1.0,8000,7.37,0.14,1,0,0,0,0,0,0,1,0
70000,8.0,16000,7.9,0.23,1,0,0,0,0,0,0,1,0
59000,3.0,3500,15.65,0.06,0,0,0,1,0,0,0,1,0
46000,6.0,14000,8.49,0.3,1,0,0,0,0,0,0,1,0
60000,10.0,15000,13.49,0.25,0,0,1,0,0,0,0,1,0
28608,2.0,7000,6.92,0.24,1,0,0,0,0,0,0,1,0
33600,0.0,1000,15.57,0.03,0,0,0,1,0,0,0,0,1
39000,7.0,5800,14.54,0.15,0,0,0,1,0,0,0,1,0
85000,2.0,9600,10.37,0.11,0,1,0,0,0,0,0,1,0
72000,25.0,10000,7.14,0.14,1,0,0,0,0,0,0,1,0
44004,7.0,10000,11.36,0.23,0,1,0,0,0,0,0,1,0
110000,1.0,6500,10.37,0.06,0,1,0,0,0,0,0,1,0
45000,11.0,5000,12.73,0.11,0,0,1,0,0,0,0,0,1
28800,7.0,9450,14.27,0.33,0,0,1,0,0,0,0,0,1
66000,8.0,15000,18.25,0.23,0,0,0,1,0,0,0,1,0
57600,5.0,7500,13.85,0.13,0,0,1,0,0,0,0,1,0
45000,1.0,20000,13.92,0.44,0,0,1,0,0,0,0,0,1
200000,4.0,25000,15.33,0.13,0,0,0,1,0,0,0,0,1
123000,0.0,10000,7.14,0.08,1,0,0,0,0,0,0,1,0
84000,10.0,3000,9.63,0.04,1,0,0,0,0,0,0,1,0
29000,2.0,12250,13.61,0.42,0,0,1,0,0,0,0,1,0
37500,0.0,11000,8.49,0.29,1,0,0,0,0,0,0,1,0
44004,2.0,7000,11.46,0.16,0,1,0,0,0,0,0,1,0
55000,0.0,20000,9.88,0.36,0,1,0,0,0,0,0,1,0
26000,1.0,12250,11.49,0.47,0,1,0,0,0,0,0,1,0
28114,0.0,8800,10.0,0.31,0,1,0,0,0,0,0,1,0
34000,0.0,10000,15.37,0.29,0,0,0,1,0,0,0,0,1
53481,4.0,15000,6.03,0.28,1,0,0,0,0,0,0,1,0
40000,6.0,7200,17.58,0.18,0,0,0,1,0,0,0,0,1
30784,7.0,9950,12.99,0.32,0,0,1,0,0,0,0,1,0
41000,5.0,4200,14.54,0.1,0,0,0,1,0,0,0,0,1
35500,6.0,10875,12.84,0.31,0,0,1,0,0,0,0,1,0
67476,5.0,25000,13.49,0.37,0,0,1,0,0,0,0,0,1
44000,0.0,3075,10.99,0.07,0,1,0,0,0,0,0,1,0
31000,5.0,14500,11.58,0.47,0,1,0,0,0,0,0,1,0
34000,7.0,10000,10.36,0.29,0,1,0,0,0,0,0,1,0
55000,5.0,8000,15.31,0.15,0,0,0,1,0,0,0,1,0
51000,1.0,2000,7.74,0.04,1,0,0,0,0,0,0,1,0
50000,6.0,20000,13.22,0.4,0,0,1,0,0,0,0,1,0
14400,0.0,2100,14.83,0.15,0,0,0,1,0,0,0,1,0
168000,1.0,18000,14.46,0.11,0,0,0,1,0,0,0,0,1
70000,8.0,24250,12.18,0.35,0,1,0,0,0,0,0,1,0
30000,2.0,4200,15.31,0.14,0,0,0,1,0,0,0,0,1
40000,1.0,8000,7.9,0.2,1,0,0,0,0,0,0,1,0
34800,1.0,1000,11.99,0.03,0,1,0,0,0,0,0,1,0
80000,4.0,20000,7.9,0.25,1,0,0,0,0,0,0,1,0
30000,1.0,5600,7.74,0.19,1,0,0,0,0,0,0,1,0
32000,1.0,5800,7.49,0.18,1,0,0,0,0,0,0,1,0
32500,3.0,12500,7.9,0.38,1,0,0,0,0,0,0,1,0
50000,2.0,7000,5.42,0.14,1,0,0,0,0,0,0,1,0
25000,1.0,5000,7.51,0.2,1,0,0,0,0,0,0,1,0
78000,9.0,9450,10.99,0.12,0,1,0,0,0,0,0,1,0
22800,0.0,6000,13.35,0.26,0,0,1,0,0,0,0,1,0
186000,9.0,10000,10.25,0.05,0,1,0,0,0,0,0,1,0
70000,0.0,15000,12.73,0.21,0,0,1,0,0,0,0,0,1
31000,5.0,3200,10.37,0.1,0,1,0,0,0,0,0,1,0
25000,2.0,1800,12.69,0.07,0,1,0,0,0,0,0,1,0
188004,4.0,2000,8.59,0.01,1,0,0,0,0,0,0,1,0
30000,3.0,4400,11.99,0.15,0,1,0,0,0,0,0,1,0
64000,3.0,14400,11.71,0.23,0,1,0,0,0,0,0,1,0
20000,3.0,4400,6.91,0.22,1,0,0,0,0,0,0,1,0
17520,5.0,3000,10.37,0.17,0,1,0,0,0,0,0,1,0
128000,15.0,35000,15.99,0.27,0,0,0,1,0,0,0,1,0
25200,0.0,8700,12.23,0.35,0,0,1,0,0,0,0,0,1
102489,14.0,25000,12.18,0.24,0,1,0,0,0,0,0,1,0
88000,9.0,25000,14.46,0.28,0,0,0,1,0,0,0,0,1
74700,6.0,24000,12.92,0.32,0,0,0,1,0,0,0,1,0
36000,2.0,8000,14.96,0.22,0,0,0,1,0,0,0,0,1
115000,3.0,12000,10.99,0.1,0,1,0,0,0,0,0,1,0
54586,5.0,19000,11.14,0.35,0,1,0,0,0,0,0,1,0
90000,9.0,10000,8.0,0.11,1,0,0,0,0,0,0,1,0
103000,6.0,15000,9.63,0.15,0,1,0,0,0,0,0,1,0
35000,4.0,11800,10.95,0.34,0,1,0,0,0,0,0,1,0
75000,2.0,19600,12.42,0.26,0,1,0,0,0,0,0,1,0
33600,8.0,3200,16.49,0.1,0,0,0,1,0,0,0,0,1
44000,1.0,8000,12.92,0.18,0,0,0,1,0,0,0,1,0
48000,3.0,7500,16.29,0.16,0,0,0,1,0,0,0,1,0
32000,7.0,14000,12.23,0.44,0,0,1,0,0,0,0,1,0
132000,10.0,11200,10.99,0.08,0,1,0,0,0,0,0,1,0
199000,12.0,10000,9.32,0.05,1,0,0,0,0,0,0,1,0
37000,7.0,6250,7.14,0.17,1,0,0,0,0,0,0,1,0
121200,16.0,1450,6.76,0.01,1,0,0,0,0,0,0,1,0
18000,2.0,5800,14.72,0.32,0,0,1,0,0,0,0,0,1
55392,3.0,20000,15.2,0.31,0,0,0,1,0,0,0,0,1
17004,5.0,3250,6.91,0.19,1,0,0,0,0,0,0,1,0
